Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel
192.91,13,Large,05-11-2019,7,Lassi,Raj,970.13,34.12,33100.8356,Refrigerated,06-10-2019,22-10-2019,847,32.25,27315.75,Jharkhand,Wholesale
388.03,80,Small,13-12-2022,9,Paneer,Sudha,357.97,79.95,28619.7015,Refrigerated,19-10-2022,27-10-2022,287,77.54,22253.98,Karnataka,Wholesale
808.76,64,Large,22-04-2020,9,Paneer,Amul,908.36,30.7,27886.652,Refrigerated,24-03-2020,04-04-2020,395,34.3,13548.5,Telangana,Retail
240.09,72,Medium,22-01-2020,10,Ghee,Mother Dairy,231.23,21.96,5077.8108,Ambient,05-12-2019,08-02-2020,160,26.19,4190.4,Karnataka,Retail
198.35,95,Small,07-03-2020,5,Ice Cream,Palle2patnam,426.92,32.95,14067.014,Frozen,08-02-2020,03-03-2020,339,32.58,11044.62,Bihar,Wholesale
897.14,66,Medium,24-10-2019,5,Ice Cream,Dodla Dairy,364.05,62.46,22738.563,Frozen,06-09-2019,06-10-2019,71,61.24,4348.04,Tamil Nadu,Online
204.51,16,Large,27-08-2021,3,Cheese,Amul,940.49,80.36,75577.7764,Frozen,04-08-2021,30-10-2021,531,79.16,42033.96,Haryana,Retail
684.16,74,Small,23-02-2020,8,Buttermilk,Amul,797.16,30.33,24177.8628,Refrigerated,20-02-2020,04-03-2020,125,27.8,3475,Bihar,Online
781.99,16,Medium,28-12-2019,10,Ghee,Mother Dairy,807.59,31.05,25075.6695,Ambient,05-12-2019,22-04-2020,26,26.89,699.14,Jharkhand,Online
867.18,100,Large,17-10-2021,3,Cheese,Britannia Industries,21.55,37.98,818.469,Frozen,09-09-2021,08-10-2021,15,37.25,558.75,Telangana,Wholesale
305.69,45,Large,08-01-2019,3,Cheese,Passion Cheese,947.55,42.92,40668.846,Frozen,02-01-2019,13-02-2019,605,42.09,25464.45,Telangana,Wholesale
424.73,71,Small,11-03-2020,3,Cheese,Britannia Industries,282.11,59.63,16822.2193,Frozen,06-02-2020,12-04-2020,102,60.73,6194.46,Chandigarh,Retail
726.28,46,Large,04-10-2022,3,Cheese,Britannia Industries,551.59,98.06,54088.9154,Frozen,08-08-2022,01-10-2022,162,98.35,15932.7,Kerala,Online
809.74,19,Medium,06-07-2020,7,Lassi,Sudha,317.66,75.96,24129.4536,Refrigerated,10-05-2020,25-05-2020,30,73.51,2205.3,Delhi,Wholesale
910.06,95,Large,04-06-2021,8,Buttermilk,Sudha,2.29,97.35,222.9315,Refrigerated,09-04-2021,18-04-2021,1,97.29,97.29,Haryana,Wholesale
599.26,91,Large,22-05-2022,9,Paneer,Amul,669.98,46.9,31422.062,Refrigerated,04-05-2022,15-05-2022,350,47.41,16593.5,Delhi,Retail
485.43,20,Medium,25-09-2020,3,Cheese,Britannia Industries,151.86,48.44,7356.0984,Frozen,01-09-2020,12-10-2020,22,48.34,1063.48,Telangana,Online
257.16,87,Medium,21-06-2022,6,Curd,Mother Dairy,558.38,28.46,15891.4948,Refrigerated,19-06-2022,25-06-2022,73,24.62,1797.26,Bihar,Wholesale
428.93,11,Small,28-10-2019,2,Butter,Parag Milk Foods,360.11,49.34,17767.8274,Frozen,01-10-2019,30-10-2019,319,45.84,14622.96,Bihar,Retail
684.05,60,Medium,21-12-2020,5,Ice Cream,Palle2patnam,531.27,92.73,49264.6671,Frozen,13-11-2020,05-12-2020,288,92.47,26631.36,Delhi,Retail
674.46,92,Medium,21-07-2020,10,Ghee,Raj,129.37,24.16,3125.5792,Ambient,10-07-2020,05-12-2020,81,19.79,1602.99,Uttar Pradesh,Wholesale
691.1,33,Medium,13-01-2019,2,Butter,Warana,998.52,76.47,76356.8244,Frozen,16-12-2018,23-01-2019,404,74.62,30146.48,Haryana,Wholesale
710.47,88,Small,04-07-2021,1,Milk,Mother Dairy,527.03,84.59,44581.4677,Polythene Packet,01-06-2021,02-06-2021,105,88.64,9307.2,Delhi,Retail
743.23,16,Medium,20-11-2019,10,Ghee,Mother Dairy,985.85,30.46,30028.991,Ambient,04-11-2019,10-02-2020,894,28.59,25559.46,Karnataka,Retail
399.5,21,Small,19-06-2019,3,Cheese,Amul,476.2,68.02,32391.124,Frozen,22-05-2019,19-06-2019,117,69.98,8187.66,Haryana,Retail
967.63,43,Medium,25-09-2019,7,Lassi,Sudha,558.68,97.11,54253.4148,Refrigerated,04-09-2019,20-09-2019,350,99.91,34968.5,Telangana,Wholesale
291.8,84,Medium,25-04-2019,2,Butter,Parag Milk Foods,223.99,17.79,3984.7821,Frozen,06-03-2019,14-04-2019,213,14.91,3175.83,Bihar,Online
518.55,35,Medium,06-11-2021,3,Cheese,Passion Cheese,993.85,52.11,51789.5235,Refrigerated,24-09-2021,30-11-2021,848,54.14,45910.72,Bihar,Online
617.08,33,Medium,21-05-2022,6,Curd,Sudha,338.33,34.46,11658.8518,Refrigerated,30-03-2022,06-04-2022,25,32.78,819.5,Chandigarh,Online
956.91,97,Large,27-04-2019,10,Ghee,Raj,377.14,99.13,37385.8882,Ambient,11-04-2019,24-08-2019,172,100.39,17267.08,Gujarat,Online
849.47,53,Large,23-10-2022,5,Ice Cream,Amul,253.05,48.71,12326.0655,Frozen,18-09-2022,16-10-2022,100,44.86,4486,Haryana,Wholesale
190.45,55,Small,13-10-2022,6,Curd,Raj,294.69,88.9,26197.941,Refrigerated,06-09-2022,12-09-2022,46,85.45,3930.7,Madhya Pradesh,Retail
780.71,53,Large,06-02-2019,7,Lassi,Mother Dairy,710.79,27.38,19461.4302,Refrigerated,17-01-2019,04-02-2019,366,24.21,8860.86,Karnataka,Online
25.29,79,Small,12-08-2019,6,Curd,Amul,871.22,64.9,56542.178,Refrigerated,15-06-2019,21-06-2019,558,68.56,38256.48,Telangana,Online
450.38,29,Large,06-08-2020,10,Ghee,Sudha,52.88,67.34,3560.9392,Ambient,21-07-2020,30-11-2020,31,67.87,2103.97,Bihar,Retail
387.54,72,Small,01-10-2020,2,Butter,Mother Dairy,626.37,61.82,38722.1934,Refrigerated,04-08-2020,05-09-2020,43,57.35,2466.05,Maharashtra,Online
121.4,91,Small,12-08-2022,2,Butter,Mother Dairy,867.69,28.88,25058.8872,Refrigerated,06-08-2022,08-09-2022,175,31.16,5453,Karnataka,Wholesale
869.06,31,Small,12-07-2020,6,Curd,Raj,915,18.2,16653,Refrigerated,24-06-2020,01-07-2020,259,19.39,5022.01,Madhya Pradesh,Wholesale
33.18,41,Large,01-03-2019,5,Ice Cream,Amul,401.64,63.76,25608.5664,Frozen,08-01-2019,04-02-2019,6,64.45,386.7,Delhi,Online
296.11,15,Large,26-07-2022,3,Cheese,Amul,870.62,95.11,82804.6682,Refrigerated,01-06-2022,24-07-2022,589,90.55,53333.95,Uttar Pradesh,Wholesale
156.13,66,Small,01-03-2020,4,Yogurt,Amul,174.93,52.01,9098.1093,Refrigerated,13-02-2020,14-03-2020,107,49.44,5290.08,Jharkhand,Online
784.99,35,Small,23-12-2021,6,Curd,Sudha,915.33,23.96,21931.3068,Refrigerated,06-11-2021,13-11-2021,915,22,20130,Haryana,Online
356.11,89,Large,25-02-2021,4,Yogurt,Palle2patnam,763.93,80.36,61389.4148,Refrigerated,16-01-2021,09-02-2021,528,83.93,44315.04,Jharkhand,Wholesale
230.72,84,Medium,17-12-2022,3,Cheese,Amul,909.92,21.55,19608.776,Frozen,12-12-2022,28-01-2023,413,19.84,8193.92,Chandigarh,Wholesale
548.36,86,Medium,26-06-2021,4,Yogurt,Palle2patnam,714.38,16.14,11530.0932,Refrigerated,07-06-2021,03-07-2021,435,15.78,6864.3,Karnataka,Wholesale
106.37,85,Small,24-07-2019,5,Ice Cream,Amul,554.45,58.52,32446.414,Frozen,18-06-2019,17-07-2019,61,57.07,3481.27,Tamil Nadu,Retail
877.22,25,Large,16-07-2020,2,Butter,Parag Milk Foods,297.09,81.89,24328.7001,Refrigerated,26-05-2020,27-06-2020,83,81.53,6766.99,Gujarat,Wholesale
672.3,12,Small,25-01-2019,9,Paneer,Mother Dairy,214.84,94.34,20268.0056,Refrigerated,07-12-2018,14-12-2018,114,91.48,10428.72,Uttar Pradesh,Retail
284.74,50,Small,18-05-2022,5,Ice Cream,Amul,958.42,67.79,64971.2918,Frozen,25-04-2022,23-05-2022,363,68.11,24723.93,Kerala,Online
466.39,99,Large,05-08-2021,10,Ghee,Sudha,14.49,96.78,1402.3422,Ambient,24-06-2021,24-08-2021,11,101.1,1112.1,Delhi,Retail
50,88,Medium,08-01-2021,9,Paneer,Amul,925.38,77.9,72087.102,Refrigerated,17-12-2020,27-12-2020,855,79.49,67963.95,West Bengal,Wholesale
798.08,51,Small,08-11-2021,10,Ghee,Amul,48.44,22.55,1092.322,Ambient,24-09-2021,17-02-2022,25,25.82,645.5,Jharkhand,Wholesale
992.68,40,Small,11-02-2021,7,Lassi,Raj,777.28,70.04,54440.6912,Refrigerated,22-12-2020,05-01-2021,63,73.51,4631.13,Telangana,Wholesale
47.11,20,Small,20-03-2021,10,Ghee,Amul,881.62,23.53,20744.5186,Ambient,24-01-2021,16-06-2021,163,19.85,3235.55,Karnataka,Online
83.9,34,Small,12-03-2019,2,Butter,Amul,740.01,95.64,70774.5564,Refrigerated,14-01-2019,09-02-2019,303,95.92,29063.76,Jharkhand,Wholesale
229.2,12,Large,23-09-2020,8,Buttermilk,Sudha,712.68,12.93,9214.9524,Refrigerated,07-08-2020,18-08-2020,118,8.77,1034.86,Chandigarh,Retail
225.19,43,Medium,09-06-2021,4,Yogurt,Amul,648.5,21.65,14040.025,Frozen,24-05-2021,15-06-2021,207,26.37,5458.59,Madhya Pradesh,Online
532.85,55,Small,01-08-2019,1,Milk,Sudha,861.07,13.74,11831.1018,Polythene Packet,28-07-2019,30-07-2019,128,13.22,1692.16,Maharashtra,Online
989.58,100,Medium,12-10-2019,3,Cheese,Passion Cheese,934.95,59.68,55797.816,Frozen,29-09-2019,26-11-2019,695,57.58,40018.1,Uttar Pradesh,Wholesale
241.63,58,Large,17-01-2020,1,Milk,Raj,764.46,16.5,12613.59,Tetra Pack,06-01-2020,30-01-2020,473,14.65,6929.45,Uttar Pradesh,Retail
114.85,76,Large,05-08-2020,6,Curd,Mother Dairy,703.76,74.38,52345.6688,Refrigerated,06-06-2020,12-06-2020,693,75.68,52446.24,Uttar Pradesh,Retail
167.29,64,Large,14-12-2019,10,Ghee,Mother Dairy,313.56,99.1,31073.796,Ambient,17-11-2019,27-01-2020,306,100.24,30673.44,Gujarat,Retail
434.6,23,Large,17-05-2021,7,Lassi,Mother Dairy,86.92,70.89,6161.7588,Refrigerated,14-05-2021,29-05-2021,53,68.9,3651.7,Jharkhand,Online
435.79,34,Large,12-05-2019,2,Butter,Amul,674.52,19.57,13200.3564,Frozen,12-04-2019,18-05-2019,360,15.82,5695.2,Bihar,Wholesale
681.04,48,Medium,04-07-2019,2,Butter,Parag Milk Foods,145.12,31.69,4598.8528,Refrigerated,29-05-2019,30-06-2019,71,31.01,2201.71,Uttar Pradesh,Wholesale
664.68,36,Medium,03-03-2020,8,Buttermilk,Amul,758.09,57.62,43681.1458,Refrigerated,12-02-2020,23-02-2020,582,52.92,30799.44,Tamil Nadu,Wholesale
212.92,46,Small,03-07-2020,10,Ghee,Amul,93.38,50.72,4736.2336,Ambient,20-05-2020,27-08-2020,13,48.92,635.96,Chandigarh,Wholesale
282.84,20,Small,13-07-2021,3,Cheese,Amul,538.23,86.74,46686.0702,Refrigerated,14-05-2021,14-07-2021,372,88.27,32836.44,West Bengal,Retail
995.38,77,Medium,16-09-2019,9,Paneer,Sudha,265.18,87.45,23189.991,Refrigerated,01-08-2019,15-08-2019,32,88.98,2847.36,Delhi,Wholesale
289.82,92,Large,18-07-2021,1,Milk,Sudha,127.95,29.78,3810.351,Polythene Packet,23-06-2021,25-06-2021,80,24.93,1994.4,Kerala,Retail
197.1,63,Large,18-07-2019,7,Lassi,Sudha,226.64,53.46,12116.1744,Refrigerated,15-06-2019,29-06-2019,163,51.69,8425.47,Chandigarh,Retail
204.91,59,Large,09-05-2019,6,Curd,Sudha,228.75,53.85,12318.1875,Refrigerated,27-04-2019,04-05-2019,81,49.62,4019.22,Rajasthan,Wholesale
128.81,39,Large,17-03-2020,10,Ghee,Mother Dairy,750.49,55.78,41862.3322,Ambient,15-03-2020,03-07-2020,320,58.83,18825.6,Chandigarh,Wholesale
113.89,32,Small,16-10-2020,6,Curd,Raj,449.13,73.75,33123.3375,Refrigerated,05-09-2020,11-09-2020,276,70.52,19463.52,Jharkhand,Retail
843.75,95,Large,17-06-2022,8,Buttermilk,Raj,70.81,72.92,5163.4652,Refrigerated,25-04-2022,02-05-2022,56,70.7,3959.2,Chandigarh,Online
956.12,52,Small,02-10-2022,7,Lassi,Amul,138.34,84.02,11623.3268,Refrigerated,23-09-2022,06-10-2022,126,87.14,10979.64,Tamil Nadu,Retail
977.73,98,Small,19-02-2022,3,Cheese,Britannia Industries,92.08,90.81,8361.7848,Frozen,13-02-2022,31-03-2022,55,88.66,4876.3,Delhi,Wholesale
292.82,39,Medium,13-10-2022,7,Lassi,Raj,915.95,70.23,64327.1685,Refrigerated,01-10-2022,19-10-2022,621,70.71,43910.91,Chandigarh,Wholesale
456.13,74,Medium,20-04-2019,6,Curd,Raj,8.74,54.38,475.2812,Refrigerated,27-02-2019,06-03-2019,1,58.56,58.56,Bihar,Online
204.39,17,Medium,12-09-2022,4,Yogurt,Amul,41.51,23.85,990.0135,Frozen,05-08-2022,02-09-2022,39,25.27,985.53,Maharashtra,Online
601.85,74,Small,02-02-2019,3,Cheese,Passion Cheese,622.13,53.28,33147.0864,Refrigerated,08-01-2019,07-03-2019,360,51.36,18489.6,Bihar,Wholesale
608.22,96,Large,10-03-2020,5,Ice Cream,Dodla Dairy,15.89,52.31,831.2059,Frozen,24-01-2020,20-02-2020,13,51.86,674.18,Delhi,Retail
719.02,91,Medium,15-09-2019,2,Butter,Warana,881.3,83.25,73368.225,Frozen,05-09-2019,11-10-2019,125,86.81,10851.25,Uttar Pradesh,Retail
855.94,45,Medium,27-04-2021,1,Milk,Sudha,316.7,44.56,14112.152,Tetra Pack,26-04-2021,18-05-2021,121,45.05,5451.05,Delhi,Online
784.53,17,Large,13-05-2020,3,Cheese,Passion Cheese,589.89,10.97,6471.0933,Refrigerated,31-03-2020,15-05-2020,553,11.7,6470.1,Kerala,Online
40.37,44,Medium,21-04-2019,8,Buttermilk,Amul,612.49,70.02,42886.5498,Refrigerated,26-03-2019,02-04-2019,461,66.57,30688.77,Kerala,Wholesale
910.98,30,Small,13-05-2022,4,Yogurt,Dodla Dairy,816.23,29.53,24103.2719,Refrigerated,09-05-2022,06-06-2022,1,26.77,26.77,Telangana,Wholesale
47.88,44,Large,14-02-2021,6,Curd,Raj,744.9,68.75,51211.875,Refrigerated,13-01-2021,19-01-2021,622,63.82,39696.04,Delhi,Retail
708.08,90,Small,28-06-2019,5,Ice Cream,Amul,930.2,74.28,69095.256,Frozen,07-06-2019,02-07-2019,601,75.83,45573.83,Karnataka,Online
778.94,41,Medium,17-07-2022,3,Cheese,Britannia Industries,55.18,82.07,4528.6226,Frozen,19-06-2022,23-08-2022,45,79.03,3556.35,Uttar Pradesh,Wholesale
278.87,81,Medium,08-11-2020,1,Milk,Mother Dairy,913.18,70.04,63959.1272,Tetra Pack,21-10-2020,12-11-2020,692,68.42,47346.64,Madhya Pradesh,Retail
204.6,32,Medium,12-01-2020,9,Paneer,Amul,764.09,24.14,18445.1326,Refrigerated,24-11-2019,07-12-2019,390,22.91,8934.9,Chandigarh,Retail
209.32,25,Medium,03-09-2022,7,Lassi,Mother Dairy,127.03,83.72,10634.9516,Refrigerated,30-08-2022,15-09-2022,23,83.62,1923.26,Uttar Pradesh,Online
58.76,58,Small,19-07-2020,1,Milk,Raj,375.27,62.62,23499.4074,Polythene Packet,04-06-2020,06-06-2020,316,59.12,18681.92,Delhi,Online
273.2,82,Medium,02-01-2019,8,Buttermilk,Sudha,214.31,76.41,16375.4271,Refrigerated,15-12-2018,25-12-2018,64,74.39,4760.96,Chandigarh,Online
967.55,84,Large,03-05-2021,1,Milk,Raj,569.38,66.12,37647.4056,Polythene Packet,10-03-2021,11-03-2021,1,66.11,66.11,Kerala,Online
745.66,92,Medium,03-03-2022,8,Buttermilk,Mother Dairy,563.11,85.61,48207.8471,Refrigerated,26-01-2022,07-02-2022,543,82.71,44911.53,West Bengal,Online
317.98,80,Large,15-04-2022,5,Ice Cream,Dodla Dairy,16.41,65.08,1067.9628,Frozen,19-02-2022,15-03-2022,10,62.71,627.1,Chandigarh,Online
185.6,98,Medium,22-09-2020,5,Ice Cream,Amul,414.18,62.18,25753.7124,Frozen,29-07-2020,22-08-2020,10,66.71,667.1,Kerala,Wholesale
194.22,85,Medium,26-12-2019,8,Buttermilk,Sudha,56.33,57.58,3243.4814,Refrigerated,17-12-2019,26-12-2019,6,53.49,320.94,Telangana,Online
483.43,32,Large,06-03-2022,8,Buttermilk,Raj,493.17,42.32,20870.9544,Refrigerated,16-01-2022,30-01-2022,398,41.01,16321.98,Telangana,Online
473.52,84,Medium,19-05-2021,7,Lassi,Amul,326.08,97.99,31952.5792,Refrigerated,30-04-2021,12-05-2021,220,95.8,21076,Madhya Pradesh,Online
157.17,19,Medium,01-10-2019,1,Milk,Raj,951.54,34.47,32799.5838,Tetra Pack,26-09-2019,17-10-2019,688,34.28,23584.64,Jharkhand,Wholesale
820.17,11,Small,09-10-2021,2,Butter,Mother Dairy,577.91,64.08,37032.4728,Refrigerated,26-09-2021,02-11-2021,234,62.38,14596.92,Karnataka,Wholesale
159.83,61,Small,28-07-2020,7,Lassi,Amul,35.79,25,894.75,Refrigerated,02-07-2020,17-07-2020,7,23.75,166.25,Uttar Pradesh,Retail
313.6,28,Small,20-03-2020,8,Buttermilk,Amul,322.45,41.83,13488.0835,Refrigerated,09-02-2020,22-02-2020,149,39.53,5889.97,Kerala,Online
554.29,72,Large,03-07-2020,8,Buttermilk,Sudha,312.71,91.53,28622.3463,Refrigerated,21-05-2020,31-05-2020,74,92.1,6815.4,Chandigarh,Online
931.79,94,Medium,15-04-2021,1,Milk,Sudha,391.94,83.59,32762.2646,Polythene Packet,17-02-2021,19-02-2021,33,85.31,2815.23,Madhya Pradesh,Retail
128.87,74,Medium,15-10-2019,5,Ice Cream,Amul,72.3,25.33,1831.359,Frozen,23-08-2019,19-09-2019,20,25.7,514,Chandigarh,Online
941.24,55,Large,10-08-2022,10,Ghee,Mother Dairy,838.49,17.76,14891.5824,Ambient,24-07-2022,08-10-2022,717,17.17,12310.89,Chandigarh,Retail
299.11,69,Large,15-09-2022,6,Curd,Sudha,276.71,57.59,15935.7289,Refrigerated,07-08-2022,12-08-2022,156,55.85,8712.6,Tamil Nadu,Online
466.78,70,Large,15-02-2022,8,Buttermilk,Raj,654.13,19.48,12742.4524,Refrigerated,13-01-2022,27-01-2022,414,16.5,6831,West Bengal,Wholesale
357.31,13,Small,08-06-2020,3,Cheese,Britannia Industries,879.44,42.12,37042.0128,Frozen,27-05-2020,06-07-2020,726,45.32,32902.32,Delhi,Wholesale
737.08,23,Small,03-10-2021,3,Cheese,Amul,691.73,17.44,12063.7712,Refrigerated,27-09-2021,29-11-2021,456,14.19,6470.64,Chandigarh,Retail
535.26,82,Medium,05-06-2021,4,Yogurt,Amul,194.76,24.4,4752.144,Frozen,24-04-2021,16-05-2021,25,21.4,535,Madhya Pradesh,Online
72.99,79,Small,05-08-2022,3,Cheese,Amul,801.77,45.8,36721.066,Frozen,01-08-2022,11-10-2022,52,42.03,2185.56,Bihar,Retail
630.31,62,Medium,22-05-2020,6,Curd,Raj,9.63,60.5,582.615,Refrigerated,04-04-2020,09-04-2020,2,56.53,113.06,Telangana,Retail
416.64,51,Small,02-03-2020,7,Lassi,Sudha,113.87,30.01,3417.2387,Refrigerated,24-02-2020,09-03-2020,19,33.14,629.66,Karnataka,Retail
567.79,14,Small,13-02-2020,7,Lassi,Mother Dairy,732.87,93.02,68171.5674,Refrigerated,25-01-2020,11-02-2020,5,96.97,484.85,Gujarat,Retail
652.54,23,Medium,18-03-2021,4,Yogurt,Mother Dairy,498.06,15.26,7600.3956,Frozen,28-02-2021,25-03-2021,372,12.23,4549.56,Uttar Pradesh,Online
358.07,16,Small,11-06-2021,8,Buttermilk,Mother Dairy,926.48,61.77,57228.6696,Refrigerated,10-05-2021,22-05-2021,46,59.15,2720.9,Gujarat,Wholesale
143.45,83,Small,01-04-2020,4,Yogurt,Dodla Dairy,906.38,37.99,34433.3762,Refrigerated,09-03-2020,01-04-2020,338,36.39,12299.82,Karnataka,Retail
231.24,30,Small,25-01-2021,2,Butter,Amul,639.74,47.71,30521.9954,Frozen,08-01-2021,16-02-2021,385,49.08,18895.8,Madhya Pradesh,Retail
321.92,29,Large,17-05-2022,8,Buttermilk,Raj,921.72,43.25,39864.39,Refrigerated,14-05-2022,24-05-2022,228,44.69,10189.32,Delhi,Online
798.89,55,Medium,09-07-2021,3,Cheese,Amul,477.26,65.39,31208.0314,Frozen,21-05-2021,29-06-2021,191,63.93,12210.63,Karnataka,Wholesale
814.68,35,Medium,17-08-2019,7,Lassi,Mother Dairy,444.64,86.23,38341.3072,Refrigerated,21-06-2019,07-07-2019,188,90.05,16929.4,Karnataka,Online
197.33,47,Large,23-04-2022,4,Yogurt,Amul,922.15,23.65,21808.8475,Refrigerated,04-03-2022,27-03-2022,298,24.03,7160.94,West Bengal,Retail
168.25,94,Large,05-08-2019,4,Yogurt,Dodla Dairy,475.72,78.56,37372.5632,Frozen,16-07-2019,07-08-2019,417,83.21,34698.57,Madhya Pradesh,Wholesale
733.51,82,Large,22-12-2020,7,Lassi,Sudha,700.15,43.28,30302.492,Refrigerated,27-10-2020,11-11-2020,263,45.18,11882.34,Delhi,Wholesale
631.14,52,Large,26-11-2020,1,Milk,Sudha,717.69,13.58,9746.2302,Tetra Pack,02-11-2020,01-12-2020,178,11.34,2018.52,Maharashtra,Online
726.5,44,Large,11-03-2020,4,Yogurt,Dodla Dairy,720.03,76.71,55233.5013,Refrigerated,15-01-2020,07-02-2020,489,77.95,38117.55,Chandigarh,Wholesale
393.32,35,Medium,09-01-2020,10,Ghee,Raj,106,38.06,4034.36,Ambient,12-12-2019,03-03-2020,91,42.52,3869.32,Delhi,Retail
951.21,81,Medium,01-08-2019,9,Paneer,Mother Dairy,100.34,42.76,4290.5384,Refrigerated,03-06-2019,10-06-2019,48,40.1,1924.8,Rajasthan,Wholesale
987.13,13,Large,24-06-2019,1,Milk,Mother Dairy,22.45,74.82,1679.709,Polythene Packet,29-04-2019,01-05-2019,11,71.51,786.61,Rajasthan,Online
433.14,77,Large,13-03-2020,10,Ghee,Raj,345.34,64.59,22305.5106,Ambient,02-03-2020,07-06-2020,157,64.54,10132.78,Chandigarh,Online
942.59,50,Medium,18-01-2019,5,Ice Cream,Palle2patnam,521.36,86.67,45186.2712,Frozen,18-12-2018,15-01-2019,176,81.81,14398.56,Rajasthan,Wholesale
209.08,30,Medium,13-12-2020,5,Ice Cream,Dodla Dairy,581.3,47.29,27489.677,Frozen,29-10-2020,19-11-2020,177,49.79,8812.83,Karnataka,Wholesale
161.26,29,Small,26-04-2020,1,Milk,Raj,182.59,17.56,3206.2804,Tetra Pack,24-04-2020,22-05-2020,47,14.7,690.9,Delhi,Online
185.39,46,Medium,16-01-2021,5,Ice Cream,Amul,954.64,55.83,53297.5512,Frozen,30-12-2020,28-01-2021,913,51.08,46636.04,Bihar,Wholesale
859.76,24,Small,14-12-2022,6,Curd,Sudha,747.34,99.07,74038.9738,Refrigerated,12-12-2022,19-12-2022,709,101.36,71864.24,Chandigarh,Wholesale
257.23,78,Small,27-09-2019,9,Paneer,Amul,383.4,98.35,37707.39,Refrigerated,16-09-2019,29-09-2019,226,96.27,21757.02,Tamil Nadu,Retail
211.39,32,Small,23-01-2021,4,Yogurt,Mother Dairy,398.21,22.37,8907.9577,Refrigerated,18-01-2021,11-02-2021,190,22.66,4305.4,Maharashtra,Wholesale
220.44,43,Medium,04-02-2021,4,Yogurt,Palle2patnam,713.46,33.31,23765.3526,Frozen,01-02-2021,22-02-2021,557,29.51,16437.07,Karnataka,Wholesale
695.87,27,Large,27-06-2021,7,Lassi,Sudha,538.34,66.03,35546.5902,Refrigerated,26-05-2021,10-06-2021,359,66.4,23837.6,Jharkhand,Wholesale
692.73,39,Small,28-01-2020,3,Cheese,Britannia Industries,811.35,42.21,34247.0835,Refrigerated,20-01-2020,22-03-2020,145,39.38,5710.1,Tamil Nadu,Wholesale
139.91,19,Small,01-11-2022,7,Lassi,Sudha,481.6,35.82,17250.912,Refrigerated,29-09-2022,14-10-2022,279,37.09,10348.11,Delhi,Online
47.61,33,Medium,26-04-2020,9,Paneer,Amul,260.08,27.3,7100.184,Refrigerated,22-03-2020,05-04-2020,76,25.21,1915.96,Chandigarh,Online
456.6,49,Large,02-12-2022,2,Butter,Mother Dairy,331.21,74.54,24688.3934,Frozen,16-10-2022,11-11-2022,217,75.7,16426.9,Karnataka,Online
487.64,55,Large,17-10-2021,8,Buttermilk,Mother Dairy,823.26,59.34,48852.2484,Refrigerated,30-09-2021,10-10-2021,664,54.82,36400.48,Madhya Pradesh,Wholesale
716.14,76,Small,02-04-2020,7,Lassi,Mother Dairy,349.82,14.55,5089.881,Refrigerated,28-02-2020,17-03-2020,140,13.57,1899.8,Madhya Pradesh,Retail
822.75,61,Medium,16-04-2022,9,Paneer,Sudha,556.95,87.71,48850.0845,Refrigerated,06-04-2022,16-04-2022,480,90.09,43243.2,Maharashtra,Online
219.32,62,Small,19-12-2021,7,Lassi,Mother Dairy,439.9,91.93,40440.007,Refrigerated,08-11-2021,22-11-2021,419,89.04,37307.76,Maharashtra,Wholesale
276.45,33,Large,27-10-2020,4,Yogurt,Palle2patnam,876.94,87.64,76855.0216,Refrigerated,02-09-2020,01-10-2020,820,85.13,69806.6,Madhya Pradesh,Retail
883.63,80,Large,24-05-2019,2,Butter,Mother Dairy,817.4,93.07,76075.418,Frozen,12-05-2019,07-06-2019,350,94.86,33201,Karnataka,Online
335.74,56,Large,14-11-2022,6,Curd,Raj,985.05,73.38,72282.969,Refrigerated,29-10-2022,04-11-2022,864,72.9,62985.6,Gujarat,Retail
990.04,19,Medium,17-04-2022,9,Paneer,Raj,89.69,56.68,5083.6292,Refrigerated,07-04-2022,20-04-2022,70,55.8,3906,Maharashtra,Online
805.46,66,Small,14-11-2021,5,Ice Cream,Palle2patnam,49.6,94.67,4695.632,Frozen,09-11-2021,07-12-2021,48,90.37,4337.76,Kerala,Online
202.11,81,Large,28-09-2022,10,Ghee,Raj,128.26,67.93,8712.7018,Ambient,21-09-2022,19-12-2022,72,63.68,4584.96,Kerala,Online
302.87,11,Small,14-01-2019,1,Milk,Raj,396.31,62.56,24793.1536,Tetra Pack,26-11-2018,26-12-2018,331,66.64,22057.84,Madhya Pradesh,Online
832.11,98,Medium,26-03-2020,7,Lassi,Amul,656.31,61.74,40520.5794,Refrigerated,25-02-2020,08-03-2020,307,58.99,18109.93,Bihar,Online
627.66,70,Small,24-05-2022,3,Cheese,Amul,381.18,35.24,13432.7832,Refrigerated,06-05-2022,06-06-2022,152,39.62,6022.24,Gujarat,Online
333.83,65,Small,26-07-2021,8,Buttermilk,Raj,805.83,89.62,72218.4846,Refrigerated,14-06-2021,21-06-2021,621,91.44,56784.24,Gujarat,Retail
